tracking_tier,title,venue,topic,arxiv,doi,paper_url,code_url,formal_class,decision,published_at,directions
Canonical,EfficientLLM: Unified Pruning-Aware Pretraining for Auto-Designed Compact Language Models,ACL 2026,pruning / compact edge LLM,,10.18653/v1/2026.acl-long.355,https://doi.org/10.18653/v1/2026.acl-long.355,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,Sparsity / Pruning; Edge / Cloud / Heterogeneous AI
Canonical,Evolving Sparsity: Leveraging Token Importance Dynamics for Efficient LLM Decoding with Sparse Attention,ACL 2026,sparse attention / long-context decoding,,10.18653/v1/2026.acl-long.530,https://doi.org/10.18653/v1/2026.acl-long.530,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,KV Cache / Long Context; Sparsity / Pruning; Efficient Attention
Canonical,Focus-dLLM: Accelerating Long-Context Diffusion LLM Inference via Confidence-Guided Context Focusing,ACL 2026,diffusion LLM / sparse attention,,10.18653/v1/2026.acl-long.556,https://doi.org/10.18653/v1/2026.acl-long.556,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,KV Cache / Long Context; Sparsity / Pruning; Efficient Attention; GPU Kernel / DSL / Compiler; Diffusion / Flow Acceleration
Canonical,Guided by Gut: Efficient Test-Time Scaling with Reinforced Intrinsic Confidence,ACL 2026,efficient reasoning / test-time scaling / KV-memory reduction,2505.20325,10.18653/v1/2026.acl-long.739,https://arxiv.org/abs/2505.20325,https://github.com/Amirhosein-gh98/Guided-by-Gut,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,KV Cache / Long Context; Efficient Reasoning / Agents
Canonical,HCSpec: Two-Tier Horizontal Cascade Speculative Decoding for High-Efficiency Large Language Model Inference,ACL 2026,speculative decoding / cascade verification,,10.18653/v1/2026.acl-long.353,https://doi.org/10.18653/v1/2026.acl-long.353,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,Speculative Decoding
Canonical,HERMES: KV Cache as Hierarchical Memory for Efficient Streaming Video Understanding,ACL 2026,multimodal streaming / KV cache,,10.18653/v1/2026.acl-long.381,https://doi.org/10.18653/v1/2026.acl-long.381,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,KV Cache / Long Context; Multimodal / MLLM Serving
Canonical,HeteroSpec: Leveraging Contextual Heterogeneity for Efficient Speculative Decoding,ACL 2026,speculative decoding / adaptive verification,,10.18653/v1/2026.acl-long.589,https://doi.org/10.18653/v1/2026.acl-long.589,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,Speculative Decoding
Canonical,HybridKV: Hybrid KV Cache Compression for Efficient Multimodal Large Language Model Inference,ACL 2026,multimodal KV-cache compression / efficient MLLM inference,,10.18653/v1/2026.acl-long.594,https://aclanthology.org/2026.acl-long.594/,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,KV Cache / Long Context; Multimodal / MLLM Serving
Canonical,Jakiro: Boosting Speculative Decoding via Decoupled MoE,ACL 2026,speculative decoding / MoE draft model,,10.18653/v1/2026.acl-long.487,https://doi.org/10.18653/v1/2026.acl-long.487,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,Speculative Decoding; MoE Systems / Accelerators
Canonical,Latent-Condensed Transformer for Efficient Long Context Modeling,ACL 2026,efficient attention / KV compression,,10.18653/v1/2026.acl-long.1176,https://doi.org/10.18653/v1/2026.acl-long.1176,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,KV Cache / Long Context; Efficient Attention
Canonical,LazyEviction: Lagged KV Eviction with Attention Pattern Observation for Efficient Long Reasoning,ACL 2026,KV cache / efficient reasoning,,10.18653/v1/2026.acl-long.1683,https://doi.org/10.18653/v1/2026.acl-long.1683,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,KV Cache / Long Context; Efficient Attention; Efficient Reasoning / Agents
Canonical,LongSpec: Long-Context Lossless Speculative Decoding with Efficient Drafting and Verification,ACL 2026,speculative decoding / long-context inference,,10.18653/v1/2026.acl-long.83,https://doi.org/10.18653/v1/2026.acl-long.83,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,Speculative Decoding; KV Cache / Long Context
Canonical,MixKVQ: Query-Aware Mixed-Precision KV Cache Quantization for Long-Context Reasoning,ACL 2026,KV cache quantization / long-context reasoning / mixed precision,,10.18653/v1/2026.acl-long.326,https://doi.org/10.18653/v1/2026.acl-long.326,https://github.com/ZeroNLP/MixKVQ,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,LLM Serving; KV Cache / Long Context; Quantization; Efficient Reasoning / Agents
Canonical,Question Tells You Where the Answer Is: Intention-aware Long-Context KV Cache Compression,ACL 2026,KV cache / long-context inference,,10.18653/v1/2026.acl-long.1250,https://doi.org/10.18653/v1/2026.acl-long.1250,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,KV Cache / Long Context
Canonical,See the Forest for the Trees: Loosely Speculative Decoding via Visual-Semantic Guidance for Efficient Inference of Video LLMs,ACL 2026,multimodal serving / speculative decoding,,10.18653/v1/2026.acl-long.1087,https://doi.org/10.18653/v1/2026.acl-long.1087,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,LLM Serving; Speculative Decoding; Multimodal / MLLM Serving
Canonical,SpecCache: Speculative KV Cache Reuse for Efficient RAG Serving,ACL 2026,RAG serving / KV cache reuse,,10.18653/v1/2026.acl-long.859,https://doi.org/10.18653/v1/2026.acl-long.859,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,LLM Serving; Speculative Decoding; KV Cache / Long Context
Canonical,SSSD: Simply-Scalable Speculative Decoding,ACL 2026,speculative decoding / serving,,10.18653/v1/2026.acl-long.1530,https://doi.org/10.18653/v1/2026.acl-long.1530,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,LLM Serving; Speculative Decoding
Canonical,UniSpec: Training-Free Speculative Decoding for Robust LLM Acceleration Across Languages and Hardware,ACL 2026,speculative decoding / hardware-aware calibration,,10.18653/v1/2026.acl-long.285,https://doi.org/10.18653/v1/2026.acl-long.285,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,Speculative Decoding
Canonical,VecInfer: Efficient LLM Inference with Low-Bit KV Cache via Outlier-Suppressed Vector Quantization,ACL 2026,KV-cache quantization / low-bit LLM inference / CUDA kernel,,10.18653/v1/2026.acl-long.1454,https://aclanthology.org/2026.acl-long.1454/,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,KV Cache / Long Context; Quantization; Efficient Attention; GPU Kernel / DSL / Compiler
Canonical,AB-Cache: Training-Free Acceleration of Diffusion Models via Adams-Bashforth Cached Feature Reuse,ACM Multimedia 2025,diffusion caching / generative inference acceleration,2504.10540,10.1145/3746027.3755650,https://arxiv.org/abs/2504.10540,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,GPU Kernel / DSL / Compiler; Diffusion / Flow Acceleration
Canonical,Accelerating Diffusion Transformer via Error-Optimized Cache,ACM Multimedia 2025,diffusion transformer inference / feature caching,2501.19243,,https://arxiv.org/abs/2501.19243,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,GPU Kernel / DSL / Compiler; Diffusion / Flow Acceleration
Canonical,Compute Only 16 Tokens in One Timestep: Accelerating Diffusion Transformers with Cluster-Driven Feature Caching,ACM Multimedia 2025,diffusion token/feature caching,2509.10312,,https://arxiv.org/abs/2509.10312,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,GPU Kernel / DSL / Compiler; Distributed Training / Inference; Diffusion / Flow Acceleration
Canonical,DilateQuant: Accurate and Efficient Quantization-Aware Training for Diffusion Models via Weight Dilation,ACM Multimedia 2025,diffusion quantization / efficient inference,2409.14307,10.1145/3746027.3755472,https://arxiv.org/abs/2409.14307,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,Quantization; GPU Kernel / DSL / Compiler; Diffusion / Flow Acceleration
Canonical,How2Compress: Scalable and Efficient Edge Video Analytics via Adaptive Granular Video Compression,ACM Multimedia 2025,edge video analytics / adaptive video compression,2510.18409,10.1145/3746027.3754922,https://arxiv.org/abs/2510.18409,https://github.com/wyhallenwu/how2compress,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,Edge / Cloud / Heterogeneous AI
Canonical,Maximum Redundancy Pruning: A Principle-Driven Layerwise Sparsity Allocation for LLMs,ACM Multimedia 2025,LLM pruning / sparsity allocation,2503.18377,,https://arxiv.org/abs/2503.18377,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,Sparsity / Pruning
Canonical,MQuant: Unleashing the Inference Potential of Multimodal Large Language Models via Full Static Quantization,ACM Multimedia 2025,multimodal LLM quantization / static PTQ / efficient inference,2502.00425,,https://arxiv.org/abs/2502.00425,https://github.com/StiphyJay/MQuant,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,Quantization; Efficient Attention; Multimodal / MLLM Serving
Canonical,Quantization Meets OOD: Generalizable Quantization-aware Training from a Flatness Perspective,ACM Multimedia 2025,quantization-aware training / OOD generalization,2509.00859,10.1145/3746027.3755856,https://arxiv.org/abs/2509.00859,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,Quantization
Canonical,Single Trajectory Distillation for Accelerating Image and Video Style Transfer,ACM Multimedia 2025,diffusion/style-transfer acceleration / trajectory distillation,2412.18945,10.1145/3746027.3754900,https://arxiv.org/abs/2412.18945,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,LLM Serving; GPU Kernel / DSL / Compiler; Diffusion / Flow Acceleration
Canonical,SpeCa: Accelerating Diffusion Transformers with Speculative Feature Caching,ACM Multimedia 2025,diffusion speculative caching,2509.11628,10.1145/3746027.3755331,https://arxiv.org/abs/2509.11628,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,Speculative Decoding; GPU Kernel / DSL / Compiler; Diffusion / Flow Acceleration
Canonical,TinyServe: Query-Aware Cache Selection for Efficient LLM Serving,ACM Multimedia 2025,LLM serving / KV cache sparsity / CUDA kernels / edge inference,2509.12211,10.1145/3746027.3758181,https://arxiv.org/abs/2509.12211,https://github.com/FastLM/tinyserve-vllm,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,LLM Serving; KV Cache / Long Context; Sparsity / Pruning; Efficient Attention; GPU Kernel / DSL / Compiler; Edge / Cloud / Heterogeneous AI
Canonical,UltraVSR: Achieving Ultra-Realistic Video Super-Resolution with Efficient One-Step Diffusion Space,ACM Multimedia 2025,one-step diffusion / efficient video super-resolution,2505.19958,10.1145/3746027.3755117,https://arxiv.org/abs/2505.19958,https://github.com/yongliuy/UltraVSR,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,GPU Kernel / DSL / Compiler; Diffusion / Flow Acceleration
Canonical,VISA: Group-wise Visual Token Selection and Aggregation via Graph Summarization for Efficient MLLMs Inference,ACM Multimedia 2025,MLLM inference / visual token pruning and aggregation,2508.17857,10.1145/3746027.3755792,https://arxiv.org/abs/2508.17857,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,Sparsity / Pruning; Multimodal / MLLM Serving
Canonical,A Cost-Effective Near-Storage Processing Solution for Offline Inference of Long-Context LLMs,ASPLOS 2026,LLM serving / long context / near-storage processing,2502.09921,,https://arxiv.org/abs/2502.09921,https://github.com/hongsunjang/HILOS,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,LLM Serving; KV Cache / Long Context; Efficient Attention
Canonical,BAT: Efficient Generative Recommender Serving with Bipartite Attention,ASPLOS 2026,generative recommender serving / KV prefix cache,,10.1145/3779212.3790131,https://doi.org/10.1145/3779212.3790131,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,LLM Serving; KV Cache / Long Context; Efficient Attention
Canonical,BlendServe: Optimizing Offline Inference for Auto-regressive Large Models with Resource-aware Batching,ASPLOS 2026,LLM serving / offline batching / prefix sharing,2411.16102,,https://arxiv.org/abs/2411.16102,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,LLM Serving
Canonical,Bullet: Boosting GPU Utilization for LLM Serving via Dynamic Spatial-Temporal Orchestration,ASPLOS 2026,LLM serving / GPU utilization / scheduling,2504.19516,10.1145/3779212.3790135,https://arxiv.org/abs/2504.19516,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,LLM Serving; GPU Kernel / DSL / Compiler
Canonical,DFVG,ASPLOS 2026,serving + speculative decoding + MoE + generative efficiency,,10.1145/3779212.3790153,https://doi.org/10.1145/3779212.3790153,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,LLM Serving; Speculative Decoding; MoE Systems / Accelerators
Canonical,DIP: Efficient Large Multimodal Model Training with Dynamic Interleaved Pipeline,ASPLOS 2026,multimodal distributed training / pipeline scheduling,2504.14145,,https://arxiv.org/abs/2504.14145,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,LLM Serving; Distributed Training / Inference; Multimodal / MLLM Serving
Canonical,DSV: Exploiting Dynamic Sparsity to Accelerate Large-Scale Video DiT Training,ASPLOS 2026,video diffusion training / sparse attention / distributed training,2502.07590,,https://arxiv.org/abs/2502.07590,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,LLM Serving; Sparsity / Pruning; Efficient Attention; GPU Kernel / DSL / Compiler; Distributed Training / Inference; Diffusion / Flow Acceleration
Canonical,EARTH: An Efficient MoE Accelerator with Entropy-Aware Speculative Prefetch and Result Reuse,ASPLOS 2026,serving + speculative decoding + MoE + generative efficiency,,10.1145/3779212.3790155,https://doi.org/10.1145/3779212.3790155,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,LLM Serving; Speculative Decoding; MoE Systems / Accelerators
Canonical,GFS: A Preemption-aware Scheduling Framework for GPU Clusters with Predictive Spot Instance Management,ASPLOS 2026,GPU cluster scheduling / AI training infrastructure,2509.11134,,https://arxiv.org/abs/2509.11134,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,LLM Serving; GPU Kernel / DSL / Compiler; Distributed Training / Inference
Canonical,I/O Analysis is All You Need: An I/O Analysis for Long-Sequence Attention,ASPLOS 2026,attention accelerator / I/O analysis,,10.1145/3779212.3790174,https://doi.org/10.1145/3779212.3790174,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,LLM Serving; Efficient Attention
Canonical,Insum: Sparse GPU Kernels Simplified and Optimized with Indirect Einsums,ASPLOS 2026,GPU kernel / sparse compiler,2510.17505,,https://arxiv.org/abs/2510.17505,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,Sparsity / Pruning; GPU Kernel / DSL / Compiler
Canonical,LAER-MoE: Load-Adaptive Expert Re-layout for Efficient Mixture-of-Experts Training,ASPLOS 2026,serving + speculative decoding + MoE + generative efficiency,2602.11686,,https://arxiv.org/abs/2602.11686,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,LLM Serving; Speculative Decoding; MoE Systems / Accelerators
Canonical,Linear Layouts: Robust Code Generation of Efficient Tensor Computation Using F_2,ASPLOS 2026,GPU kernel / tensor compiler / Triton / tensor layouts,2505.23819,10.1145/3760250.3762221,https://arxiv.org/abs/2505.23819,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,GPU Kernel / DSL / Compiler
Canonical,MoDM: Efficient Serving for Image Generation via Mixture-of-Diffusion Models,ASPLOS 2026,serving + speculative decoding + MoE + generative efficiency,2503.11972,10.1145/3760250.3762220,https://arxiv.org/abs/2503.11972,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,LLM Serving; Speculative Decoding; MoE Systems / Accelerators; GPU Kernel / DSL / Compiler; Video / Image Generation; Diffusion / Flow Acceleration
Canonical,MoE-APEX: An Efficient MoE Inference System with Adaptive Precision Expert Offloading,ASPLOS 2026,edge MoE inference / expert offloading / mixed precision,,10.1145/3779212.3790187,https://doi.org/10.1145/3779212.3790187,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,LLM Serving; KV Cache / Long Context; MoE Systems / Accelerators; Edge / Cloud / Heterogeneous AI
Canonical,Morphlux: Transforming Torus Fabrics for Efficient Multi-tenant ML,ASPLOS 2026,distributed ML / datacenter interconnect / photonic fabric,2508.03674,,https://arxiv.org/abs/2508.03674,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,LLM Serving; Distributed Training / Inference
Canonical,MSCCL++: Rethinking GPU Communication Abstractions for Cutting-edge AI Applications,ASPLOS 2026,distributed AI / GPU communication runtime,2504.09014,,https://arxiv.org/abs/2504.09014,https://github.com/microsoft/mscclpp,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,GPU Kernel / DSL / Compiler; Distributed Training / Inference; Edge / Cloud / Heterogeneous AI
Canonical,Mugi: Value Level Parallelism For Efficient LLMs,ASPLOS 2026,LLM accelerator / value-level parallelism / low precision,2601.10823,,https://arxiv.org/abs/2601.10823,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,LLM Serving; Quantization; GPU Kernel / DSL / Compiler; Distributed Training / Inference
Canonical,oFFN: Outlier and Neuron-aware Structured FFN for Fast yet Accurate LLM Inference,ASPLOS 2026,serving + speculative decoding + MoE + generative efficiency,,10.1145/3779212.3790194,https://doi.org/10.1145/3779212.3790194,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,LLM Serving; Speculative Decoding; MoE Systems / Accelerators
Canonical,Ouroboros: Wafer-Scale SRAM CIM with Token-Grained Pipelining for Large Language Model Inference,ASPLOS 2026,LLM accelerator / wafer-scale CIM,2603.02737,10.1145/3779212.3790197,https://arxiv.org/abs/2603.02737,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,LLM Serving; Distributed Training / Inference
Canonical,PAT: Accelerating LLM Decoding via Prefix-Aware Attention with Resource Efficient Multi-Tile Kernel,ASPLOS 2026,serving + speculative decoding + MoE + generative efficiency,2511.22333,10.1145/3779212.3790200,https://arxiv.org/abs/2511.22333,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,LLM Serving; Speculative Decoding; Efficient Attention; MoE Systems / Accelerators; GPU Kernel / DSL / Compiler
Canonical,PF-LLM: Large Language Model Hinted Hardware Prefetching,ASPLOS 2026,LLM inference / hardware prefetching,,,,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,Edge / Cloud / Heterogeneous AI
Canonical,QoServe,ASPLOS 2026,serving + speculative decoding + MoE + generative efficiency,,10.1145/3779212.3790206,https://doi.org/10.1145/3779212.3790206,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,LLM Serving; Speculative Decoding; MoE Systems / Accelerators
Canonical,REPA: Reconfigurable PIM for the Joint Acceleration of KV Cache Offloading and Processing,ASPLOS 2026,KV cache / PIM acceleration,,10.1145/3779212.3790212,https://doi.org/10.1145/3779212.3790212,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,KV Cache / Long Context; Edge / Cloud / Heterogeneous AI
